,category,headline,authors,link,short_description,date
7218,STYLE,Elle Macpherson Reveals How Her Famous Nickname Really Makes Her Feel,Jamie Feldman,https://www.huffingtonpost.com/entry/elle-macpherson-the-body-_n_5648512.html,,2014-08-04
7219,POLITICS,How GOP Intellectuals’ Feud With The Base Is Remaking U.S. Politics,,https://www.huffingtonpost.comhttp://www.politico.com/magazine/story/2016/04/conservative-intellectuals-gop-base-split-republican-party-213821,"One of the most spectacular fissures of this already dramatic political season has been the messy, public divorce of the",2016-04-19
7220,STYLE,"The Fantasy of Flight: Tadashi Shoji, Fall 2015 Collection","Nana Meriwether, ContributorFormer Miss USA living in New York City; Editor of CityLately.com",https://www.huffingtonpost.com/entry/the-fantasy-of-flight-tad_b_6678384.html,"On the first day of Mercedes Benz Fashion Week, New York, Tadashi Shoji premiered his Fall 2015 collection to a full house beneath the tents at Lincoln Center.",2015-02-16
7221,POLITICS,Trump’s Tax Cut For The Wealthy Will Hurt The Economy,"Jamie Mannina, ContributorWriter, former diplomat at the U.S. Department of State, and l...",https://www.huffingtonpost.com/entry/trumps-reward-for-the-wealthy-will-hurt-the-economy_us_5902b23ee4b05279d4edbace,"Trump’s plan heavily favors the rich, will expand the deficit, and drive up interest rates.",2017-04-28
7222,STYLE,"Kanye West Doesn't Want You To See Yeezy Season 5, But Here It Is Anyway",Jamie Feldman,https://www.huffingtonpost.com/entry/yeezy-season-five-kanye-west_us_58a4c227e4b037d17d2467e0,"Sorry, 'Ye.",2017-02-15
7223,POLITICS,Netanyahu Is a National Security Risk -- And Washington Knows It,"Adil E. Shamoo and Peter Certo, Contributors",https://www.huffingtonpost.com/entry/netanyahu-is-a-national-s_b_6118652.html,"Once a taboo subject in Washington, the value of the U.S.-Israeli alliance has increasingly come under scrutiny among even leading members of the foreign policy establishment.",2014-11-10
7224,POLITICS,Kellyanne Conway: 'Just Because Somebody Says Something Doesn't Make It True',Nick Wing,https://www.huffingtonpost.com/entry/kellyanne-conway-newseum_us_58ee581fe4b08c15f0dbb784,"""It's a great lesson for everyone,"" said the White House adviser.",2017-04-12
7225,POLITICS,Top NYC Officials Condemn Justice Department's Claim City 'Soft On Crime',Philip Lewis,https://www.huffingtonpost.com/entry/top-nyc-officials-condemn-justice-departments-soft-on-crime-claim_us_58faa2fbe4b018a9ce5b8acf,"In a week, Attorney General Jeff Sessions angers Hawaiians and New Yorkers.",2017-04-22
7226,POLITICS,Ohio Voters Have A Chance To Do Something About Gerrymandering,Sam Levine,https://www.huffingtonpost.com/entry/ohio-issue-1_us_5aecb9f0e4b0c4f193228103,"Republicans currently benefit from gerrymandering in Ohio, but are supporting a ballot measure that could make the redistricting process more fair.",2018-05-06
7227,STYLE,Laverne Cox Ruled The 2017 Emmys After-Party Looks,Carly Ledbetter,https://www.huffingtonpost.com/entry/laverne-cox-ruled-the-2017-emmys-after-party-looks_us_59bfcd8fe4b0edff971da584,She wowed in a long lace gown.,2017-09-18
7228,POLITICS,Trump Adviser Hints Trump May Back Primary Challenger To Cruz In '18,Sam Stein,https://www.huffingtonpost.com/entry/donald-trump-ted-cruz_us_5790e7a5e4b0fc06ec5be7f4,"And calls Cruz “an odious, greasy figure who doesn’t have any of Reagan’s warmth or likeability.""",2016-07-21
7229,POLITICS,Trump The Apprentice,"William S. Becker, ContributorEnergy & Climate Policy Expert",https://www.huffingtonpost.com/entry/trump-the-apprentice_us_59669748e4b07b5e1d96ed10,America’s quadrennial ordeal to pick a president is like a very long job interview. The political parties sort through the,2017-07-13
7230,POLITICS,"Hillary Clinton Campaign Kicks Off With Social Media Blitz, Outreach To 2008 Alumni",Amanda Terkel,https://www.huffingtonpost.com/entry/hillary-clinton-2016_n_7051670.html,,2015-04-13
7231,POLITICS,"White House Defends Jeff Sessions Leading FBI Director Search, Despite Recusal Promise",Amanda Terkel,https://www.huffingtonpost.com/entry/jeff-sessions-recusal-fbi_us_5919f985e4b07d5f6ba51047,The attorney general was also reportedly involved in coming up with the reasons to fire James Comey.,2017-05-15
7232,POLITICS,Obama Hits The Gas On Regs,,https://www.huffingtonpost.com/entry/obama-hits-the-gas-on-reg_n_5703442.html,,2014-08-24
7233,POLITICS,HuffPost Rise: What You Need To Know On February 5,,https://www.huffingtonpost.com/entry/huffpost-rise-morning-newsbrief-feb-5_us_56b44ee5e4b08069c7a6c7f9,"Welcome to the HuffPost Rise Morning Newsbrief, a short wrap-up of the news to help you start your day.",2016-02-05
7234,POLITICS,Republicans Near Deal On Tax Cut Bill,"Arthur Delaney, Igor Bobic, and Matt Fuller",https://www.huffingtonpost.com/entry/republicans-near-deal-on-tax-cut-bill_us_5a3197e8e4b091ca26851e25,Most of the details remain a secret.,2017-12-13
7235,POLITICS,"In Both Rich And Poor Schools, Black Students Face Harsher Punishments",Rebecca Klein,https://www.huffingtonpost.com/entry/black-students-punishment-betsy-devos_us_5ac539b6e4b056a8f597f2a0,A new government watchdog report shows how black students and students with disabilities are punished more severely.,2018-04-04
7236,POLITICS,"Dark Money, Oil, Private Prisons Fund Islamophobic Attacks On Georgia Candidate",Paul Blumenthal,https://www.huffingtonpost.com/entry/jon-ossoff-dark-money_us_58e7e0b9e4b00de141034dc8,"Ads link Jon Ossoff, who is running for the House seat vacated by a Trump Cabinet appointee, with Osama bin Laden.",2017-04-07
7237,STYLE,Hilary Duff Critiques Her 'Horrific' Outfits From The Early 2000s,Michelle Persad,https://www.huffingtonpost.com/entry/hilary-duff-outfits_us_56a0fbaae4b0d8cc1098e06f,"""I definitely did not have a stylist.""",2016-01-23
7238,POLITICS,Dear GOP: Why Doesn't Your President Condemn White Supremacy?,"Jack Bristow, ContributorFiction and nonfiction writer",https://www.huffingtonpost.com/entry/dear-gop-why-doesnt-your-president-condemn-white_us_598f8c55e4b063e2ae058036,This type of ambiguity is wholly inappropriate as well as dangerous.,2017-08-13
7239,POLITICS,Former CIA Head Explains Why Armed Forces Can't Legally Obey Trump,Sam Levine,https://www.huffingtonpost.com/entry/michael-hayden-donald-trump_us_56d1ed18e4b0871f60eba2f3,"""If he were to order that once in government, the American armed forces would refuse to act.""",2016-02-27
7240,POLITICS,The Future Democratic Presidential Nominee Thinks Black Lives Matter*,Ryan J. Reilly and Julia Craven,https://www.huffingtonpost.com/entry/black-lives-matter-democratic-debate_us_561da706e4b050c6c4a35bb1,*Unless it's Jim Webb.,2015-10-14
7241,STYLE,How To Pull Off Wearing The Kitschiest Accessory Ever,Julee Wilson,https://www.huffingtonpost.com/entry/kitschy-bags-purses-_n_7264202.html,,2015-05-13
7242,POLITICS,Dump Trump Movement Crashes And Burns Ahead Of GOP Convention,S.V. Date and Igor Bobic,https://www.huffingtonpost.com/entry/rnc-dump-trump-fails_us_5788219fe4b08608d333e012,RNC Convention Rules Committee throttles effort to deny Trump the nomination.,2016-07-15
7243,STYLE,3 Beauty And Style Hacks That Will Totally Save Your Look,Julee Wilson,https://www.huffingtonpost.com/entry/3-beauty-and-style-hacks_us_55db37f3e4b04ae49703b329,Please and thank you.,2015-08-25
7244,POLITICS,"Lesson for the Kochs: Credibility Is Everything, and You've Got None","Brad Woodhouse, ContributorPresident, American Bridge and Americans United for Change",https://www.huffingtonpost.com/entry/lesson-for-the-kochs-cred_b_5668627.html,"Charles thinks he's the right person to tell us how to fix our economy, but he and his brother have exactly zero credibility to say we should be happy living the Koch brothers' version of the American dream (for people not named ""Koch""): working in low-wage jobs with no benefits while wearing a smile. And here's why.",2014-08-13
7245,POLITICS,"Steve Bannon Says Feud With ‘Corporatist, Globalist’ Media Will Only Get Worse",Igor Bobic,https://www.huffingtonpost.com/entry/steve-bannon-media-cpac_us_58af38f3e4b0780bac2761e3,“Every day there is going to be a fight.”,2017-02-23
7246,POLITICS,Most Americans Think It's Racist To Talk About Immigrants From 'Shithole Countries',Ariel Edwards-Levy,https://www.huffingtonpost.com/entry/shithole-countries-racist-polling_us_5a5e6c49e4b096ecfca85c6e,America still sees itself as a nation of immigrants.,2018-01-16
7247,POLITICS,It Is Unclear How THC Ended Up In This Colorado Town's Water,"KEITH COFFMAN, Reuters",https://www.huffingtonpost.com/entry/thc-hugo-colorado-water_us_5792172de4b0bdddc4d40acc,"“The contaminated well has been identified and shut down.""",2016-07-22
7248,POLITICS,It’s on: Tensions Between Trump And The GOP Escalate In Public Fight,,https://www.huffingtonpost.comhttps://www.washingtonpost.com/politics/its-on-tensions-between-trump-and-the-gop-escalate-in-public-fight/2016/04/15/2949b1c6-031b-11e6-9d36-33d198ea26c5_story.html,Tensions between the Republican Party and its own front-runner erupted into a full-blown public battle as top party officials,2016-04-16
7249,POLITICS,NY Attorney General Eric Schneiderman Resigns Amid Abuse Allegations,Nick Visser,https://www.huffingtonpost.com/entry/eric-schneiderman-resigns_us_5af0e552e4b041fd2d2a10b2,"In one instance, the politician reportedly threatened a partner, “if you ever left me, I’d kill you.”",2018-05-08
7250,POLITICS,Marco Rubio Turns Attacks On His Senate Absenteeism Back On Jeb Bush,Sam Stein,https://www.huffingtonpost.com/entry/marco-rubio-jeb-bush-gop-debate_us_56316cd7e4b00aa54a4cb4d2,Things got heated.,2015-10-29
7251,POLITICS,"Comey Letter Swung Election For Trump, Consumer Survey Suggests","Brad Fay, ContributorChief Commercial Officer, Engagement Labs",https://www.huffingtonpost.com/entry/conversation-survey-showed-big-shift-to-trump-during_us_58bd9991e4b0ec3d5a6ba0f8,Emotion and peer influence play much bigger roles in influencing behavior than previously understood.,2017-03-06
7252,POLITICS,Trump Will Nominate 'Torture Memo' Lawyer To Transportation Post,Ryan J. Reilly,https://www.huffingtonpost.com/entry/trump-steven-bradbury_us_5936f2dee4b0099e7fafdf4f,Steven G. Bradbury wrote the Bush administration's legal justification for interrogation techniques now widely regarded as torture.,2017-06-06
7253,POLITICS,"Bernie Sanders Stresses Gun Control, Calls For Assault Weapons Ban",,https://www.huffingtonpost.com/entry/bernie-sanders-gun-control_us_561a69a5e4b0dbb8000ee721,"""Instead of people yelling at each other, we have got to come together on commonsense approaches which, in fact, the vast majority of the American people support.""",2015-10-11
7254,STYLE,All The Best Red Carpet Looks From The 2018 Critics' Choice Awards,Carly Ledbetter,https://www.huffingtonpost.com/entry/all-the-best-red-carpet-looks-from-the-2018-critics-choice-awards_us_5a58d116e4b02cebbfdb3b3f,Who was your favorite?,2018-01-12
7255,POLITICS,Trump Triumphant In Hawaii Republican Caucus,Chris D'Angelo,https://www.huffingtonpost.com/entry/hawaii-republican-caucus_us_56de054be4b0000de40597b6,The Aloha State is one of the bluest states in the country.,2016-03-09
7256,POLITICS,Did Trump Collude With Russia Or Obstruct Justice? Probably Both,"Richard North Patterson, ColumnistColumnist",https://www.huffingtonpost.com/entry/did-trump-collude-with-russia-or-obstruct-justice_us_5a0980c9e4b0f1dc729a6c7f,Just follow the facts.,2017-11-13
7257,POLITICS,Thousands Of Nuns Sign A Blistering Letter To Senate Republicans On Health Care,Amanda Duberman,https://www.huffingtonpost.com/entry/nuns-on-the-bus-health-care_us_597616a6e4b00e4363e11315,"The sisters say they are ""united in opposition to the current Republican health care proposals.”",2017-07-24
7258,POLITICS,Trump Terrible 10: Manafort Indictment Edition,"David Halperin, ContributorAttorney, advocate, writer at RepublicReport.org",https://www.huffingtonpost.com/entry/trump-terrible-10-manafort-indictment-edition_us_59f71abde4b06acda25f4b7b,Ranking the week’s 10 most disgraceful figures in the Trump administration.,2017-10-30
7259,POLITICS,Trump Administration Accused Of Using Immigrant Kids As 'Bait' To Catch Parents,Elise Foley,https://www.huffingtonpost.com/entry/trump-immigrant-kids-smuggling_us_5956cd8ce4b05c37bb7e767b,Officials insist the goal is to better protect the undocumented children.,2017-06-30
7260,POLITICS,"Seriously, Why Does The GOP Love War So Much?","Daniel Cubias, ContributorThe Hispanic Fanatic",https://www.huffingtonpost.com/entry/seriously-why-does-the-gop-love-war-so-much_us_59c48bdfe4b08d661550417f,"To the minds of conservatives, the United States can never have enough death and destruction.",2017-09-22
7261,POLITICS,Facing History In The Age Of Trump,"Robert Koehler, ContributorPeace journalist",https://www.huffingtonpost.com/entry/facing-history-in-the-age-of-trump_us_599f17d8e4b0cb7715bfd3e7,He’s scary. His supporters are scary. But he comes in a context.,2017-08-24
7262,STYLE,"Okay, We NEED This Bathing Suit",Michelle Persad,https://www.huffingtonpost.com/entry/cheap-celeb-finds_n_6444470.html,,2015-01-10
7263,POLITICS,Orange County Judge Blasts Sheriff In Jail Informant Scandal: 'What Is Going On Over There?',Matt Ferner,https://www.huffingtonpost.com/entry/orange-county-california-jail-informant-sheriff_us_58545931e4b0b3ddfd8cb972,The judge threatens contempt proceedings against the California sheriff and her deputies.,2016-12-17
7264,STYLE,5 Supermodels Share Their Must-Have Beauty Products From Fashion Week,"Modelinia, ContributorYour one stop for everything models.",https://www.huffingtonpost.com/entry/5-supermodels-share-their_b_6804290.html,,2015-03-05
7265,POLITICS,U.S. Considering Major Cyber Attack Against Russia: Report,Daniel Marans,https://www.huffingtonpost.com/entry/us-cyber-attack-against-russia_us_58023a37e4b0162c043c4959,The Obama administration wants the Kremlin to answer for its alleged meddling in U.S. elections.,2016-10-15
7266,POLITICS,Trump Fires Transition Team Member Who Spread Fake News About Pizzagate Conspiracy Theory,Marina Fang,https://www.huffingtonpost.com/entry/mike-flynn-jr-trump-fake-news_us_584749c4e4b0b9feb0da2866,"The transition team had reportedly requested a security clearance for Mike Flynn Jr., son of Gen. Mike Flynn, Trump's appointee for national security adviser.",2016-12-07
7267,POLITICS,Benghazi Committee Chair: Staffer Fired For Classified Info Breach,,https://www.huffingtonpost.com/entry/benghazi-trey-gowdy-podliska_us_561aad29e4b0dbb8000ef733,The staffer says he was fired for not sufficiently focusing on Hillary Clinton.,2015-10-11
7268,POLITICS,The Time For Single-Payer Is Now,"Noah Baron, ContributorCivil Rights Attorney",https://www.huffingtonpost.com/entry/the-time-for-single-payer-is-now_us_597a7869e4b06b305561cf3b,"When presented with an unexpected up-or-down vote on single-payer health insurance, not a single Democrat supported it.",2017-07-28
7269,POLITICS,4 Things That Were Supposed To Happen By 2016 Because Obama Was Reelected,,https://www.huffingtonpost.comhttp://thinkprogress.org/economy/2016/01/01/3735483/4-things-that-were-supposed-to-happen-by-2016-because-obama-was-reelected/,"It’s now 2016, the final year of Barack Obama’s presidency.",2016-01-02
7270,POLITICS,Democrats Want To Extend Civil Rights Protections To Unpaid Interns,Dave Jamieson,https://www.huffingtonpost.com/entry/unpaid-interns-discrimination-civil-rights_us_55b7af7ce4b0224d8833fef5,Most unpaid interns aren't covered by discrimination laws because they aren't considered employees.,2015-07-28
7271,POLITICS,OSU Victim Skips Meeting With Donald Trump Over His Simplistic Reaction To Campus Attack,Ryan Grenoble,https://www.huffingtonpost.com/entry/osu-attack-donald-trump_us_5849b9c8e4b0905b34426853,"Emeritus Professor William Clark said he was ""put off"" by Trump's anti-immigration tweet.",2016-12-09
7272,POLITICS,Oregon Marijuana Fans Look To Cash In On New Law,,https://www.huffingtonpost.com/entry/oregon-marijuana-legal_n_7725404.html,,2015-07-04
7273,POLITICS,Hollywood Executive: We Should Have Done More To Stop Harvey Weinstein,Emily Peck,https://www.huffingtonpost.com/entry/entertainment-industry-sexual-harassment_us_59ea3a0be4b0958c4681db4d,"""When I think about it, I’m not really happy with myself.""",2017-10-20
7274,POLITICS,Hundreds Of Thousands Of Protesters Welcome Donald Trump To Washington,Amanda Terkel,https://www.huffingtonpost.com/entry/womens-march-dc_us_58837044e4b096b4a231ee7e,Pussy power!,2017-01-21
7275,POLITICS,Both Sides In Transgender Battle Want The Supreme Court To Make Its Decision,Cristian Farias,https://www.huffingtonpost.com/entry/school-board-transgender-teen-supreme-court-delay_us_58b72b88e4b019d36d1035ad,But the Virginia school board would be fine if it took a little longer.,2017-03-01
7276,STYLE,The Best Chunky Heels For Spring,Allison Fox,https://www.huffingtonpost.com/entry/best-chunky-heels-for-spring_us_58c98fa2e4b0be71dcf0feea,Finally a selection of stacked heels that won't make you want to rip your feet off.,2017-03-16
7277,POLITICS,Will This Guy Shut Off The Lights In The Sanders Campaign?,,https://www.huffingtonpost.comhttp://www.nytimes.com/2016/06/12/fashion/bernie-sanders-campaign-jeff-weaver.html,"Twenty-eight years ago, Jeff Weaver was a lowly campaign aide driving an obscure left-wing Congressional candidate around",2016-06-11
7278,POLITICS,Trump's Momentum Could Be Petering Out As New Hampshire Vote Approaches,Howard Fineman,https://www.huffingtonpost.com/entry/donald-trump-new-hampshire_us_56b52d48e4b08069c7a76a12,The talk in the GOP -- and elsewhere -- is that the real estate mogul is faltering.,2016-02-05
7279,STYLE,9 Items You Need This Fall...That You Probably Already Own,Chanel Parks,https://www.huffingtonpost.com/entry/repurpose-fall-wardrobe_n_5829840.html,,2014-09-18
7280,STYLE,The Summer Hats You Should Never Underestimate,Michelle Persad,https://www.huffingtonpost.com/entry/the-summer-hats-youre-totally-forgetting-about_us_55a40bb4e4b0ecec71bca408,"Everyone, put down your fedoras and back away slowly. Summer is the best time of year to wear a hat, but for the love of",2015-07-14
7281,POLITICS,HUFFPOLLSTER: Donald Trump Could Be Gaining In Key Swing States,Natalie Jackson and Ariel Edwards-Levy,https://www.huffingtonpost.com/entry/donald-trump-swing-states_us_57d2a42de4b00642712cf072,New polls show a closer race in several battleground states.,2016-09-09
7282,POLITICS,Republicans Make Vague Promises To Protect Dreamers Endangered By Trump Decision,Marina Fang and Elise Foley,https://www.huffingtonpost.com/entry/congress-daca-dreamers_us_59a9a57de4b0b5e530fe901b,Young people who have protections will soon be at risk of deportation. They need Republicans to step in.,2017-09-05
7283,POLITICS,What America Does Trump See?,"Jim Moore, ContributorJournalist, audiobook narrator, editor and photojournalist",https://www.huffingtonpost.com/entry/what-america-does-trump-see_us_59a9b118e4b0bef3378cd862,"Charlottesville, Houston, the Border Wall, Human Rights, Women’s Clinics, Poverty, Wealth, Education, Illiteracy, Homelessness",2017-09-01
7284,STYLE,Stylification Series: Featuring Tamsin Lonsdale,"Golriz Moeini, ContributorStylist. Blogger.",https://www.huffingtonpost.com/entry/stylification-series-feat_b_5550239.html,"Tamsin Lonsdale, is most definitely not like any ordinary English rose. She is undeniably beyond intelligent, worldly by definition, unique and strikingly beautiful, jet-setting socialite with impeccable taste, witty as you'd expect from a refined English girl to be but yet she remains humble.",2014-07-05
7285,POLITICS,Trump Lawyers Dish On Russia Probe At Steakhouse As NYT Reporter Listens In,"Dylan Stableford, Yahoo! News",https://www.huffingtonpost.com/entry/trump-lawyers-dish-on-russia-probe-at-steakhouse-as-nyt-reporter-listens-in_us_59c00bc0e4b06f9bf0487a6b,Two of President Trump’s lawyers were overheard by a New York Times reporter “loudly discussing” the Russia investigation,2017-09-18
7286,POLITICS,EPA To Propose 30 Percent Cut In Carbon Emissions,,https://www.huffingtonpost.com/entry/epa-carbon-emissions_n_5428561.html,,2014-06-01
7287,POLITICS,Our Lost $18.4 Trillion And The Lessons For Tax Reform,"David Paul, ContributorPresident, Fiscal Strategies Group",https://www.huffingtonpost.com/entry/our-lost-184-trillion-and-the-lessons-for-tax-reform_us_5a0d1c99e4b03fe7403f8329,“The government is promoting bad behavior.” These were Rick Santelli’s words on the floor of the Chicago Mercantile Exchange,2017-11-16
7288,POLITICS,How Much Does Trump Actually Work At Mar-A-Lago? Maybe Not So Much,Mary Papenfuss,https://www.huffingtonpost.com/entry/trump-work-mar-a-lago_us_58cde456e4b0be71dcf54620,Staff is cagey about how much time president spends golfing on pricey trips to his resort.,2017-03-19
7289,POLITICS,Hillary Clinton Wins Texas' Democratic Presidential Primary,Elise Foley,https://www.huffingtonpost.com/entry/hillary-clinton-texas-primary_us_56d48460e4b0871f60ec27e4,"Former Secretary of State Hillary Clinton emerged victorious in the Texas Democratic primaries on Tuesday, easily defeating",2016-03-02
7290,STYLE,Not Even Harry Styles Can Keep His Hands Out Of His Own Hair,Chanel Parks,https://www.huffingtonpost.com/entry/harry-styles-hair-evolution_n_6582100.html,,2015-02-01
7291,STYLE,Navy Blue Is The New Black,Megan Mayer,https://www.huffingtonpost.com/entry/fall-fashion-on-instagram-_n_5992990.html,,2014-10-19
7292,POLITICS,DHS To Make Exceptions To Donald Trump's Ban On Refugees And Certain Travelers,Elise Foley and Laura Barrón-López,https://www.huffingtonpost.com/entry/dhs-trump-ban-refugees_us_5890c96ee4b0522c7d3d68ad,Millions are still blocked from the country.,2017-01-31
7293,STYLE,Prince Harry And Meghan Markle Are Engaged,Jamie Feldman,https://www.huffingtonpost.com/entry/prince-harry-meghan-markle-engaged_us_5992ff4de4b08a2472776092,Harry proposed earlier this month.,2017-11-27
7294,POLITICS,Donald Trump Threatens Independent Run ... Again,Nick Visser,https://www.huffingtonpost.com/entry/donald-trump-independent-run_us_56c259cae4b0b40245c79a55,The GOP front-runner called out the Republican Party for what he complains has been unfair treatment.,2016-02-16
7295,POLITICS,This City Had 26 Heroin Overdoses In Four Hours. Every Person Was Lucky To Live.,Sebastian Murdock,https://www.huffingtonpost.com/entry/26-heroin-overdoses-west-virginia_us_57b35897e4b0c75f49d8976b,"""Quite honestly, there should have been deaths in this.""",2016-08-16
7296,POLITICS,Senate Republicans Block Measure To Protect Arctic Wildlife Refuge From Oil Drilling,Nick Visser,https://www.huffingtonpost.com/entry/arctic-national-wildlife-refuge_us_59e968aee4b05b4f1c3a52e1,"“The notion that we, tonight, after 60-plus years, would give up what is a biologically important area ... for what? For oil we don’t need?”",2017-10-20
7297,POLITICS,A River Runs Red And A Small-Town Paper Wants Answers,Joseph Erbentraut,https://www.huffingtonpost.com/entry/art-cullen-interview-pulitzer_us_58fa24bee4b018a9ce5ab32a,Art Cullen's Pulitzer-winning work showed how agribusiness infiltrated an Iowa battle over pollution from farms.,2017-04-21
7298,STYLE,Kelly Rowland's Favorite Tips For Expecting Moms,Dana Oliver,https://www.huffingtonpost.com/entry/kelly-rowland-fashion-pregnancy_n_5647367.html,,2014-08-05
7299,POLITICS,"Immigration Reform: Go Incrementally, Mr. Obama, and Go Before November","Carla Seaquist, ContributorWriter and playwright",https://www.huffingtonpost.com/entry/immigration-reform-go-inc_b_5694016.html,"Reform of our immigration system has been on the docket forever. Campaigning to get to the White House, candidate Barack Obama not only promised but guaranteed immigration reform in his first year in office. That guarantee has not been delivered on because of the President's need to rescue an economy on the abyss.",2014-08-21
7300,POLITICS,Senators Introduce Bill To Help Prevent Another United Flight Fiasco,Igor Bobic,https://www.huffingtonpost.com/entry/united-airlines-flight-bill_us_5900c7b2e4b0026db1dd716d,It would prohibit airlines from dragging you off a flight. Hopefully.,2017-04-26
7301,POLITICS,George H.W. Bush Is Practicing His Coin-Tossing Skills For The Super Bowl,Amber Ferguson,https://www.huffingtonpost.com/entry/george-hw-bush-coin-toss-super-bowl_us_5894cec6e4b0c1284f25d4bc,It's an important part of the big game.,2017-02-03
7302,POLITICS,"This Week in World War I November 1-7, 1914 Part 2 Supplemental Brief","Joseph V. Micallef, ContributorBest Selling Military History and World Affairs Author and Key...",https://www.huffingtonpost.com/entry/this-week-in-world-war-i_b_6085632.html,,2014-11-01
7303,STYLE,Here's How To Look Like A Lisa Frank Folder This Halloween,Jenna Amatulli,https://www.huffingtonpost.com/entry/heres-how-to-look-like-a-lisa-frank-folder-this-halloween_us_57c5d4f4e4b0cdfc5ac9c439,The makeup tutorial of your '90s dreams.,2016-08-31
7304,POLITICS,GOP Uses Single-Payer Health Care Amendment To 'Trick' Vulnerable Dems,Igor Bobic,https://www.huffingtonpost.com/entry/democrats-single-payer-amendment_us_597a19e1e4b02a4ebb73d2f6,The strategy didn't work.,2017-07-27
7305,POLITICS,Devin Nunes Vows To 'Never' Reveal Source Of Surveillance Claims,Michael McLaughlin,https://www.huffingtonpost.com/entry/devin-nunes-vows-to-never-reveal-source-of-white-house-leak_us_58dae860e4b01ca7b427db5b,Nunes is supposed to lead a credible investigation into Trump administration contacts with Russia.,2017-03-28
7306,POLITICS,Lindsey Graham Urges Discussions With Iran On Iraq,Elise Foley,https://www.huffingtonpost.com/entry/lindsey-graham-iran-iraq_n_5496545.html,,2014-06-15
7307,POLITICS,"Hillary Clinton And The Not Too Bitter, Not Too Smooth, Just Right Primary",Jason Linkins,https://www.huffingtonpost.com/entry/hillary-clinton-primary-challenge_n_6724440.html,,2015-02-22
7308,POLITICS,Report: White House Task Force Echoes Pharma Proposals,"Emily Kopp, Kaiser Health News",https://www.huffingtonpost.com/entry/white-house-pharma-proposals_us_59444e17e4b0f15cd5bb656d,"Documents examined by Kaiser Health News shed light on the workings of the Trump administration's “Drug Pricing and Innovation Working Group.""",2017-06-16
7309,POLITICS,"Students Share Why They'll Miss Michelle Obama, 'America's Second Mom'",Sam Levine,https://www.huffingtonpost.com/entry/michelle-obama-legacy_us_57dd77dbe4b04a1497b4d805,"""I can look up to someone who’s like me and not white.”",2016-09-17
7310,POLITICS,"Indiana Bans Abortions Based On Gender, Race And Prenatal Diagnosis Of Disabilities","Brendan O'Brien, Reuters",https://www.huffingtonpost.com/entry/indiana-abortion-ban_us_56f4d91fe4b0143a9b47df56,"The bill bans any disability-related abortion along with terminations of pregnancy based on race, gender or national origin.",2016-03-25
7311,POLITICS,Stop Hiding Behind the Second Amendment,"Samantha Paige Rosen, ContributorWriter",https://www.huffingtonpost.com/entry/stop-hiding-behind-the-se_b_8845634.html,"If the Second Amendment doesn't protect an individual right to own a gun, we don't need to repeal or amend it in order to establish major gun control laws. We must remember that this tale is the NRA's doing, not the Founders of the Constitution, and that it is rooted in fear.",2015-12-19
7312,POLITICS,"Obama Administration Hits Goal Of Welcoming 10,000 Syrian Refugees",Elise Foley,https://www.huffingtonpost.com/entry/syrian-refugee-resettlement_us_57c471b6e4b0664f13c9b54c,They hit the target for resettlement one month early.,2016-08-29
7313,POLITICS,Wednesday's Morning Email: Donald Trump's Latest Campaign Finance Kerfuffle,Lauren Weber,https://www.huffingtonpost.com/entry/wednesdays-morning-email-donald-trumps-latest-campaign-finance-kerfuffle_us_57d000c7e4b0a48094a69503,And it involves Mar-a-Lago.,2016-09-07
7314,POLITICS,"News Roundup for March 20, 2017","Outspeak, ContributorOutspeak™ is the opinion outlet for digital storytellers every...",https://www.huffingtonpost.com/entry/news-roundup-for-march-20-2017_us_58d001cee4b07112b6473016,"Prepare to feel that crushing blow of daily news. 1. FBI director, James Comey, (sort of) debunked Trump’s claims of wiretapping",2017-03-20
7315,POLITICS,Obama Offers Grim Truth About Our Ability To Prevent Terror Attacks,Jessica Schulberg,https://www.huffingtonpost.com/entry/obama-prevent-lone-wolf-terror_us_5674661fe4b0b958f656969a,It's just as hard to catch would-be terrorists as it as to prevent mass shootings.,2015-12-18
7316,STYLE,Kylie Jenner Wears Some Cheap Fashion Finds That You Can Afford,Michelle Persad,https://www.huffingtonpost.com/entry/cheap-celeb-finds_us_55e08c2fe4b0aec9f352ffa7,Save your kash.,2015-08-29
7317,POLITICS,"Koch Brothers, Mega Donors Warm To Carly Fiorina","Michelle Conlin, Reuters",https://www.huffingtonpost.com/entry/koch-brothers-mega-donors-warm-to-carly-fiorina_us_561187d0e4b0dd85030c6833,"By Michelle Conlin NEW YORK, Oct 4 (Reuters) - Carly Fiorina has emerged as the Republican candidate of the moment in conservative",2015-10-04
7318,POLITICS,The Victory Of Wall Street Democrats,,https://www.huffingtonpost.com/entry/the-victory-of-wall-stree_n_5624883.html,,2014-07-27
7319,POLITICS,Evangelical Christians Hand Donald Trump A Win In Georgia's Republican Primary,Christina Wilkie,https://www.huffingtonpost.com/entry/donald-trump-georgia-primary_us_56d51f40e4b03260bf7801bd,Trump's anti-Muslim rhetoric is popular in the Peach State.,2016-03-02
